Student_ID,Study_Hours_Per_Week,Quiz_Score,Assignments_Submitted,Attendance_Percentage,Previous_Grades,Recommended_Study_Material
2804,10,72.9,2,93.5,84.3,Advanced Topics
2805,14.5,60.1,9,68.4,72,Intermediate Practice
2806,6.1,54.7,0,100,72.6,Time Management & Practice
2807,14.6,68.3,4,96.9,66.6,Intermediate Practice
2808,10.8,54.8,5,74.5,82,Intermediate Practice
2809,19.6,70.2,2,99.5,65.6,Advanced Topics
2810,12.3,75.3,1,100,77,Advanced Topics
2811,14.4,82.8,2,67.9,82,Advanced Topics
2812,11.8,86.9,2,91.9,83.2,Advanced Topics
2813,23.7,63.9,6,94.2,76.5,Intermediate Practice
2814,13.4,77.5,0,88.6,79.4,Advanced Topics
2815,24.2,77.4,3,96.7,68.4,Advanced Topics
2816,19.1,74.9,2,87,61.6,Advanced Topics
2817,17.4,62.8,9,89.9,72.9,Intermediate Practice
2818,16.8,54.6,6,66,73.1,Intermediate Practice
2819,17,77.5,0,78.4,73,Advanced Topics
2820,5.4,44.4,7,97.7,84.7,Basic Concepts
2821,13.6,66,9,78,68.5,Intermediate Practice
2822,19.2,31.7,6,84.4,47.7,Basic Concepts
2823,14.8,50,7,73.7,37.5,Intermediate Practice
2824,8,56.8,7,78.4,70.8,Time Management & Practice
2825,14.7,86.5,8,88.4,83.4,Advanced Topics
2826,23.5,80.3,0,83.6,64.9,Advanced Topics
2827,21.2,61.7,8,66.8,96.2,Intermediate Practice
2828,14.7,80.9,0,77.4,70.5,Advanced Topics
2829,19.8,83.3,2,98.9,100,Advanced Topics
2830,13.2,67.6,6,95.7,66.7,Intermediate Practice
2831,6.5,49.2,7,85.3,91.7,Basic Concepts
2832,10.4,66.9,4,88.4,61.9,Intermediate Practice
2833,22.8,68.5,0,78.5,84.1,Intermediate Practice
2834,13.6,51.5,2,98.9,77,Intermediate Practice
2835,13.8,75.5,6,82.4,73.4,Advanced Topics
2836,13.5,74.2,1,72.7,73.3,Advanced Topics
2837,24.5,76.7,1,68,89.4,Advanced Topics
2838,23.1,74.2,8,67.6,65.6,Advanced Topics
2839,26.1,80.9,5,77.1,69.9,Advanced Topics
2840,14.2,67.3,3,100,100,Intermediate Practice
2841,16.5,73,9,100,76.4,Advanced Topics
2842,7.4,64,8,95.7,86.8,Time Management & Practice
2843,22.4,61.2,6,67.6,64.6,Intermediate Practice
2844,9.2,90.1,6,73.8,60.2,Advanced Topics
2845,16.1,39.3,7,73.9,79.8,Basic Concepts
2846,9.5,83.2,2,82.1,71.6,Advanced Topics
2847,12.1,60.7,1,76.6,65.3,Intermediate Practice
2848,10.8,58.7,0,91.2,43,Intermediate Practice
2849,12,73.9,1,82.1,41.4,Advanced Topics
2850,12.3,47.7,2,93.7,39.1,Basic Concepts
2851,12.3,57.8,4,91,73.4,Intermediate Practice
2852,19.2,57.3,7,98.1,52.1,Intermediate Practice
2853,9.5,66.7,2,77.7,42.1,Time Management & Practice
2854,16.1,57.9,6,94.5,55,Intermediate Practice
2855,21.1,94,4,77.5,39.5,Advanced Topics
2856,12.4,97,4,84.5,58.9,Advanced Topics
2857,11.4,39.7,7,76.7,58.2,Basic Concepts
2858,13.8,78.2,9,88.5,75.6,Advanced Topics
2859,20.9,82.9,4,98.3,70.5,Advanced Topics
2860,16,78.1,9,96.7,60.8,Advanced Topics
2861,12.3,60.1,6,88.6,77.9,Intermediate Practice
2862,17.4,66.3,9,83.6,49.4,Intermediate Practice
2863,9.5,58.8,7,84.8,60.9,Time Management & Practice
2864,18.4,63.7,7,100,56.2,Intermediate Practice
2865,17,51.9,2,76.6,67.1,Intermediate Practice
2866,13.5,68.3,3,89.7,37,Intermediate Practice
2867,10.8,47.5,7,96.2,100,Basic Concepts
2868,10.6,67,4,84.9,73.3,Intermediate Practice
2869,17.7,51.3,0,94.3,73.8,Intermediate Practice
2870,21.1,73.1,6,100,37.5,Advanced Topics
2871,11.8,59.8,2,84.1,71.3,Intermediate Practice
2872,17.3,74.4,1,82.5,64.6,Advanced Topics
2873,4.6,86.2,9,87.2,84.8,Advanced Topics
2874,12.1,93.8,4,89.9,63.7,Advanced Topics
2875,14.8,32.1,0,98.3,62.7,Basic Concepts
2876,10.5,57.5,8,97.6,67.2,Intermediate Practice
2877,10.3,65.5,9,88.3,88.8,Intermediate Practice
2878,11.7,76.9,4,65.3,44.4,Advanced Topics
2879,16.5,45.2,5,70.5,41.9,Basic Concepts
2880,14.1,55.3,6,94.7,34.3,Intermediate Practice
2881,3.8,72,8,78.7,84.2,Advanced Topics
2882,4.4,71.3,4,95.4,82.5,Advanced Topics
2883,12,75.7,3,93.2,49.9,Advanced Topics
2884,17.3,76.7,2,83.1,46.7,Advanced Topics
2885,1.3,75.1,4,76.8,82.4,Advanced Topics
2886,12.5,72.9,9,83.3,46.3,Advanced Topics
2887,12.4,70.8,9,87,63.7,Advanced Topics
2888,21.9,80,2,71.2,59.8,Advanced Topics
2889,13.1,36.4,4,94.3,100,Basic Concepts
2890,16.9,93.2,7,92,65.5,Advanced Topics
2891,15.7,36.9,1,86.9,87.1,Basic Concepts
2892,4.3,53.8,3,86.9,74.9,Time Management & Practice
2893,18.8,66.6,7,99.2,60.9,Intermediate Practice
2894,16.1,80.1,4,77.7,59.3,Advanced Topics
2895,17.5,25.1,7,81.4,69.2,Basic Concepts
2896,34.6,69.6,5,85.6,69.3,Intermediate Practice
2897,4.6,81.9,0,79.2,60.4,Advanced Topics
2898,23.6,84.9,4,83.7,76.4,Advanced Topics
2899,13.6,59.5,9,69.2,68.6,Intermediate Practice
2900,16.4,65.5,1,81.2,57.5,Intermediate Practice
2901,14.8,60.8,6,83.8,62.6,Intermediate Practice
2902,12.9,64.1,9,77.5,75.6,Intermediate Practice
2903,12.2,54.5,3,97.9,52.1,Intermediate Practice
2904,16.6,56.7,1,89.4,52.1,Intermediate Practice
2905,7.4,76.5,0,83.9,48.8,Advanced Topics
2906,18.8,72,4,79,62.6,Advanced Topics
2907,12.9,77.4,9,69.6,64.3,Advanced Topics
2908,9.3,73.2,7,78.2,51.3,Advanced Topics
2909,12.7,80.6,7,85.7,68,Advanced Topics
2910,21.3,83.2,9,84.3,68.1,Advanced Topics
2911,12.3,43.9,1,77.5,81.9,Basic Concepts
2912,16.8,57.2,5,100,81.5,Intermediate Practice
2913,11.3,66.5,6,96,38,Intermediate Practice
2914,18.8,69.7,9,80.6,72.3,Intermediate Practice
2915,18.4,59.9,0,90.8,38.4,Intermediate Practice
2916,24.2,83.7,4,98,76.5,Advanced Topics
2917,14.1,99.7,5,88.5,76.2,Advanced Topics
2918,18.3,72.8,6,83.3,52.9,Advanced Topics
2919,15.5,71.3,8,66.9,73,Advanced Topics
2920,21.5,82.7,2,84.3,52.5,Advanced Topics
2921,11.4,42,7,77.4,66,Basic Concepts
2922,18.7,70.4,9,79.1,69.2,Advanced Topics
2923,14,84.7,2,81.8,64,Advanced Topics
2924,14.7,60.4,8,82.8,79.1,Intermediate Practice
2925,15.5,51.6,7,81.2,56.2,Intermediate Practice
2926,16.3,67.2,8,71.7,75.5,Intermediate Practice
2927,14.4,69.1,4,67.5,49.5,Intermediate Practice
2928,16.1,56.4,8,93.2,36.4,Intermediate Practice
2929,22.9,100,2,100,42.3,Advanced Topics
2930,19.9,62.8,6,86,53.1,Intermediate Practice
2931,19.3,52.7,2,74,77.8,Intermediate Practice
2932,12.7,68.6,5,94.9,76.2,Intermediate Practice
2933,10.6,83.6,7,100,64.7,Advanced Topics
2934,19.8,70.3,1,97.1,36.6,Advanced Topics
2935,19.4,77.3,7,98.5,95.3,Advanced Topics
2936,22.4,56.9,0,73.3,45.1,Intermediate Practice
2937,12,92.3,3,79.4,73.4,Advanced Topics
2938,13.9,78.4,6,97.1,61.9,Advanced Topics
2939,6.8,85.7,0,72.9,74,Advanced Topics
2940,13,75.5,5,79.5,87.8,Advanced Topics
2941,20,82.4,9,86.9,70.8,Advanced Topics
2942,12.7,56.9,5,90.4,78.6,Intermediate Practice
2943,18.2,62.6,6,82.2,100,Intermediate Practice
2944,14,90.2,8,85.1,83.2,Advanced Topics
2945,16.6,93.4,6,86.7,43.6,Advanced Topics
2946,9.3,52.8,2,82.7,26.7,Time Management & Practice
2947,15.4,73.7,3,80,76,Advanced Topics
2948,0,63.5,0,83.8,61,Time Management & Practice
2949,14.1,59.5,4,79.6,80,Intermediate Practice
2950,6.8,74.3,6,93.9,29.8,Advanced Topics
2951,21,87.1,2,88.1,85.5,Advanced Topics
2952,18.9,76.8,5,84.3,66.5,Advanced Topics
2953,17.3,65.2,2,82.6,99.3,Intermediate Practice
2954,22.6,77.7,3,95.4,67.9,Advanced Topics
2955,10.3,64.6,4,81.3,76,Intermediate Practice
2956,23.7,76.2,5,92.3,62.3,Advanced Topics
2957,19.7,90.9,5,96.9,61.2,Advanced Topics
2958,13.8,38.8,0,89.9,72.4,Basic Concepts
2959,20.7,82,7,68.9,63.4,Advanced Topics
2960,9.5,46.9,2,80.8,59.1,Basic Concepts
2961,10.9,88.4,3,76.5,73.5,Advanced Topics
2962,12,60.4,7,73,59.4,Intermediate Practice
2963,12.4,51.7,4,95.9,74,Intermediate Practice
2964,9.7,80.4,5,88.8,44.4,Advanced Topics
2965,21.1,75.5,0,59.4,68.1,Advanced Topics
2966,13.7,55,7,84.9,65.1,Intermediate Practice
2967,16.8,51.2,4,78.4,34.3,Intermediate Practice
2968,12.1,67.2,0,94.3,49.6,Intermediate Practice
2969,5.9,51.9,6,78.4,29.6,Time Management & Practice
2970,16.4,54.1,1,88.2,69.5,Intermediate Practice
2971,5.4,71.7,5,88.1,56,Advanced Topics
2972,14.7,55.5,2,76.8,63.2,Intermediate Practice
2973,8.2,76.4,5,74.9,88,Advanced Topics
2974,24.9,92.4,8,100,68,Advanced Topics
2975,19.6,67.8,5,88.9,72.4,Intermediate Practice
2976,15.5,72,0,85.5,60.7,Advanced Topics
2977,21.3,100,5,97.1,57,Advanced Topics
2978,10.8,52.2,2,100,46.5,Intermediate Practice
2979,17.7,87.9,3,100,78.8,Advanced Topics
2980,16,86.1,3,71.3,91.2,Advanced Topics
2981,16.3,82.8,8,85.3,85.6,Advanced Topics
2982,21.4,89.4,7,82.2,50.2,Advanced Topics
2983,18.7,74.2,6,100,86.8,Advanced Topics
2984,16.4,61.3,4,92.1,65.6,Intermediate Practice
2985,6.7,86.4,9,72,90.1,Advanced Topics
2986,10.2,87,3,66.6,73.8,Advanced Topics
2987,14.4,86.6,2,100,72.7,Advanced Topics
2988,15.5,70.7,0,84.9,73.1,Advanced Topics
2989,9.3,59.3,8,84.6,42.6,Time Management & Practice
2990,27.1,72.9,7,81.6,49,Advanced Topics
2991,22.6,84.1,0,76.7,58.6,Advanced Topics
2992,18,85.4,1,85.4,62.5,Advanced Topics
2993,15.4,63.6,0,93.1,69.8,Intermediate Practice
2994,13.9,74.7,0,84.7,61.1,Advanced Topics
2995,10.2,50.4,8,95.5,60.4,Intermediate Practice
2996,15.4,84.8,4,91.9,86.6,Advanced Topics
2997,16.3,58.3,2,94,88.3,Intermediate Practice
2998,8.8,81.8,1,86.8,77.1,Advanced Topics
2999,16.7,52.8,7,83.4,57.1,Intermediate Practice
3000,14.2,85.5,7,73.5,74.3,Advanced Topics
3001,5.5,74.8,5,94.9,87.2,Advanced Topics
3002,10.7,58.3,1,87.6,64.3,Intermediate Practice
3003,12.9,80.4,0,82.5,88.1,Advanced Topics
3004,24.4,61.1,5,73.6,97,Intermediate Practice
3005,17.8,81.2,0,97.7,82.6,Advanced Topics
3006,8.3,65.9,5,84.9,77.3,Time Management & Practice
3007,17.4,44.2,9,100,73.2,Basic Concepts
3008,7.3,55.3,1,64.3,77.5,Time Management & Practice
3009,20.4,63.5,6,88.1,74.3,Intermediate Practice
3010,12.6,90.5,9,71.4,49.6,Advanced Topics
3011,14.5,83.5,1,77.7,88,Advanced Topics
3012,21.6,94.4,1,82.2,69.3,Advanced Topics
3013,8.6,94.8,5,91.2,100,Advanced Topics
3014,8,62,3,87.7,100,Time Management & Practice
3015,12.1,67.2,5,79.5,64.2,Intermediate Practice
3016,20.2,63.8,7,78.3,71.1,Intermediate Practice
3017,7.4,59.9,9,67.8,61.5,Time Management & Practice
3018,0.8,42.4,2,78.9,53.7,Basic Concepts
3019,12.7,69.8,4,77.6,67.1,Intermediate Practice
3020,17.8,50.7,4,96.9,68.5,Intermediate Practice
3021,21,69.5,9,81,48.4,Intermediate Practice
3022,12.7,100,8,81.1,51.2,Advanced Topics
3023,12.9,62.4,6,87.1,23.4,Intermediate Practice
3024,20.8,72.9,8,98.7,50.5,Advanced Topics
3025,5.7,83.6,7,98.5,80.7,Advanced Topics
3026,13.1,74.2,2,100,89.6,Advanced Topics
3027,16,74.4,1,71,38.4,Advanced Topics
3028,17.2,64.6,2,86.6,47.9,Intermediate Practice
3029,12.5,66.5,5,84,86.4,Intermediate Practice
3030,15.2,55.6,9,66.8,55.2,Intermediate Practice
3031,2.6,82.7,3,73.3,61.1,Advanced Topics
3032,11.7,43.9,0,94.1,57.7,Basic Concepts
3033,17.3,84.6,9,90.3,81.8,Advanced Topics
3034,10.1,48.9,9,90.2,93.1,Basic Concepts
3035,15.3,84.4,8,89.5,69.1,Advanced Topics
3036,17.2,64.7,5,68.2,61.4,Intermediate Practice
3037,13.3,51.5,0,74,64.7,Intermediate Practice
3038,15.9,78.7,2,79.6,81.4,Advanced Topics
3039,10.2,83.9,0,93.3,75.9,Advanced Topics
3040,14,63.4,8,86.3,64.2,Intermediate Practice
3041,18.1,80.8,3,94,67.3,Advanced Topics
3042,15.8,35.7,1,100,57.2,Basic Concepts
3043,12.1,50.2,3,69.1,58,Intermediate Practice
3044,16.1,89.4,1,83.8,47,Advanced Topics
3045,18.6,66.6,5,83.9,85.2,Intermediate Practice
3046,4.8,42.1,5,76.7,34,Basic Concepts
3047,20.8,59.5,6,89.4,72.2,Intermediate Practice
3048,13.3,56.1,8,100,67.6,Intermediate Practice
3049,17.1,67.5,8,75.5,66.6,Intermediate Practice
3050,21,64.4,3,91,58.8,Intermediate Practice
3051,8.1,72.7,8,74.5,63.6,Advanced Topics
3052,11.5,69,7,66.9,94.4,Intermediate Practice
3053,13.6,90.4,0,78.9,69.1,Advanced Topics
3054,11.1,76.4,6,87.7,70.4,Advanced Topics
3055,23.7,76.9,6,89,70.9,Advanced Topics
3056,10.7,87.5,9,100,57.5,Advanced Topics
3057,12.2,64.2,3,87.8,59.5,Intermediate Practice
3058,16,51.1,6,85.1,75.9,Intermediate Practice
3059,9,88.1,9,93.3,55.4,Advanced Topics
3060,13,72,9,87.5,66.6,Advanced Topics
3061,16.6,72.1,4,84.8,85.4,Advanced Topics
3062,13.3,60.5,4,83.2,57.9,Intermediate Practice
3063,14.5,60.7,4,91.4,66.4,Intermediate Practice
3064,12.4,82.7,5,90.3,63.8,Advanced Topics
3065,7.4,84.8,6,82.4,75.5,Advanced Topics
3066,16.6,81.8,4,99.4,70.2,Advanced Topics
3067,23.8,81.9,8,93.4,57.7,Advanced Topics
3068,15.1,78.5,8,94.6,60,Advanced Topics
3069,16.1,72,6,75.9,58.4,Advanced Topics
3070,18.5,67.4,9,79.9,57.2,Intermediate Practice
3071,8.7,88.2,2,100,41.7,Advanced Topics
3072,23.5,64.4,3,95.4,70.7,Intermediate Practice
3073,16,75.5,3,70.9,58,Advanced Topics
3074,23.2,57.9,6,88.4,75.3,Intermediate Practice
3075,11.3,60.1,1,94.6,69.3,Intermediate Practice
3076,24.1,66.5,4,74.7,62.3,Intermediate Practice
3077,18.9,57.9,3,95.1,61.1,Intermediate Practice
3078,17.8,82,9,85.5,48.2,Advanced Topics
3079,16.2,49.8,8,100,69.9,Basic Concepts
3080,13.8,71.5,0,83.7,66.8,Advanced Topics
3081,21,72,9,70.5,58.7,Advanced Topics
3082,15.7,42.8,2,90.3,38.3,Basic Concepts
3083,5.2,63.4,5,73.8,64.9,Time Management & Practice
3084,9.4,73.8,3,79.3,66,Advanced Topics
3085,14.1,76.4,2,66.8,84.5,Advanced Topics
3086,16.5,66.9,5,76.9,68.6,Intermediate Practice
3087,14.7,80.2,2,98.4,85.9,Advanced Topics
3088,21.1,68.4,6,86.5,58.6,Intermediate Practice
3089,5.2,70.2,0,82.7,64,Advanced Topics
3090,15.7,73.8,8,76.2,52.9,Advanced Topics
3091,5.9,83.9,9,87.1,64,Advanced Topics
3092,18.8,59.9,1,82.8,80.4,Intermediate Practice
3093,14.5,62.7,3,100,80.8,Intermediate Practice
3094,17.1,60,5,85.2,71.3,Intermediate Practice
3095,10.7,65,5,89.5,47.8,Intermediate Practice
3096,21.4,91.4,7,78.7,46.9,Advanced Topics
3097,20.2,78.6,7,84.8,64.3,Advanced Topics
3098,17.9,53,3,89.6,57.8,Intermediate Practice
3099,14.4,61,5,75.8,77.9,Intermediate Practice
3100,17.9,75.6,8,90.9,75.1,Advanced Topics
3101,11.5,56.4,6,86.3,73.2,Intermediate Practice
3102,19.3,59.1,7,62.2,59.4,Intermediate Practice
3103,23.2,90.2,7,93.2,70.2,Advanced Topics
3104,20.4,60.8,1,89.9,73,Intermediate Practice
3105,11.4,84.3,6,87.4,62.9,Advanced Topics
3106,16.8,88.8,2,78.7,64.4,Advanced Topics
3107,8.5,59,6,100,72.6,Time Management & Practice
3108,17.9,56.7,1,79.1,51.6,Intermediate Practice
3109,17.3,65.9,0,55.1,59.3,Intermediate Practice
3110,5.7,53.7,8,90.2,58.1,Time Management & Practice
3111,9.2,71.8,9,83.6,82.8,Advanced Topics
3112,13.6,66.9,9,70.6,60,Intermediate Practice
3113,13.5,75.4,0,82.5,68.4,Advanced Topics
3114,9,91,0,84.3,77.7,Advanced Topics
3115,16.9,82.3,2,77.4,56.6,Advanced Topics
3116,16.3,77.3,0,86.1,81.1,Advanced Topics
3117,14,40.5,6,88.6,82.4,Basic Concepts
3118,11.2,76.7,6,84.5,36.1,Advanced Topics
3119,20.2,95.8,7,75.8,73.3,Advanced Topics
3120,23.3,24.8,1,89.7,83.5,Basic Concepts
3121,12.6,80.3,6,68.8,62.2,Advanced Topics
3122,11.9,67.6,8,89.1,76.1,Intermediate Practice
3123,17.5,57.3,9,88.1,48.1,Intermediate Practice
3124,13.2,82,4,82.8,44.2,Advanced Topics
3125,14.3,95.6,9,79.9,61.6,Advanced Topics
3126,18.7,81.6,2,72.7,53.4,Advanced Topics
3127,5.5,64.4,8,79.7,73.3,Time Management & Practice
3128,21.6,55.8,0,76.9,72.9,Intermediate Practice
3129,15.4,72.2,2,74.9,94.4,Advanced Topics
3130,12.9,83.1,1,73,80,Advanced Topics
3131,14.6,64.2,1,98.1,59,Intermediate Practice
3132,14.8,65.6,2,92.6,68.7,Intermediate Practice
3133,6.3,100,9,100,71.3,Advanced Topics
3134,22.5,86.2,6,87.4,75.9,Advanced Topics
3135,15.2,87.3,5,92.2,36.6,Advanced Topics
3136,17.2,48.1,8,84.3,61.2,Basic Concepts
3137,19.8,59.4,9,100,83.6,Intermediate Practice
3138,9.9,71.1,9,84.5,73.9,Advanced Topics
3139,17.4,55,2,94.7,68.6,Intermediate Practice
3140,13.7,94,4,86.9,60.2,Advanced Topics
3141,19.2,91.2,8,100,66,Advanced Topics
3142,4.4,62,2,80.2,68.6,Time Management & Practice
3143,14.5,96.8,7,96.5,54.3,Advanced Topics
3144,12,69.9,8,83.9,72,Intermediate Practice
3145,17.2,100,6,76.6,69.1,Advanced Topics
3146,17.4,72.2,5,84.5,61.7,Advanced Topics
3147,11.5,78.6,5,62.5,61.7,Advanced Topics
3148,11.4,91,5,94.3,49.3,Advanced Topics
3149,14.4,89.2,4,91.7,84.6,Advanced Topics
3150,10.5,77.7,6,100,75.4,Advanced Topics
3151,19.2,67.9,6,75.4,72.3,Intermediate Practice
3152,13.2,77.7,6,77.6,76.1,Advanced Topics
3153,0.5,57.8,2,72.4,26.6,Time Management & Practice
3154,13.1,72.3,5,88.7,93.4,Advanced Topics
3155,9.8,53.4,8,80.8,28.3,Time Management & Practice
3156,6.8,43.3,8,76.7,81.3,Basic Concepts
3157,8.8,70.8,3,89,69.4,Advanced Topics
3158,15.5,88.9,8,96,52,Advanced Topics
3159,21.6,83.9,1,86.1,69.6,Advanced Topics
3160,16.6,68.8,7,80.2,75.3,Intermediate Practice
3161,12,96.2,1,96.7,60.4,Advanced Topics
3162,17.3,61.5,4,82.5,86,Intermediate Practice
3163,12.7,41.2,5,82.3,45.4,Basic Concepts
3164,11.5,37.3,1,90.1,52.1,Basic Concepts
3165,9.2,52.3,8,78.1,49,Time Management & Practice
3166,6.2,82.2,5,95.2,46.5,Advanced Topics
3167,13.1,60.5,7,75.8,70.5,Intermediate Practice
3168,15.8,76.9,3,78.9,92.1,Advanced Topics
3169,14.5,94.7,2,73.5,80.8,Advanced Topics
3170,12.9,53.5,3,93.6,63.4,Intermediate Practice
3171,10.3,77.2,0,98.6,88.8,Advanced Topics
3172,18,78.1,0,83.5,83.5,Advanced Topics
3173,8.4,57.1,7,89.5,57.9,Time Management & Practice
3174,18.9,90.3,0,88.7,63.6,Advanced Topics
3175,10,65.7,4,88,72.3,Intermediate Practice
3176,11.2,64.2,9,73.4,56.3,Intermediate Practice
3177,7.7,100,8,78.5,53.1,Advanced Topics
3178,12.5,77.8,2,92.6,79.1,Advanced Topics
3179,19.9,83.9,9,97.2,82.6,Advanced Topics
3180,17.6,90.3,1,94.5,52.7,Advanced Topics
3181,19.9,60.2,4,85.2,73.5,Intermediate Practice
3182,17.6,88.7,1,93,73.2,Advanced Topics
3183,9.5,62.5,9,69.6,51.4,Time Management & Practice
3184,13.3,61.8,0,64.8,72.9,Intermediate Practice
3185,11.1,65.9,8,71.2,75.8,Intermediate Practice
3186,21.7,60.7,9,100,76.5,Intermediate Practice
3187,9,82.3,8,100,63.6,Advanced Topics
3188,19.5,74,0,69,72.3,Advanced Topics
3189,19.5,62.6,3,82.8,70.6,Intermediate Practice
3190,24.1,80.1,4,80.7,69,Advanced Topics
3191,13,65.9,1,97.9,81,Intermediate Practice
3192,18.6,65.1,8,91.5,53.3,Intermediate Practice
3193,26.4,70.7,8,81.2,55,Advanced Topics
3194,11.9,77,8,90.6,51.7,Advanced Topics
3195,7.3,75.8,7,92.7,82.5,Advanced Topics
3196,5.6,64.6,5,66.4,67.5,Time Management & Practice
3197,18.6,82.7,0,90.3,58.4,Advanced Topics
3198,5.6,66.7,9,84.8,86.7,Time Management & Practice
3199,13.1,60.2,4,73.5,64.2,Intermediate Practice
3200,17.2,48,7,79.1,35,Basic Concepts
3201,15.9,84.7,3,87.8,58,Advanced Topics
3202,17.1,70.2,7,86.2,69.1,Advanced Topics
3203,16.1,73.2,5,83.1,73.2,Advanced Topics
3204,21.4,85.7,0,82,57.5,Advanced Topics
3205,10.2,62.8,0,85.6,61.3,Intermediate Practice
3206,11.6,49.4,2,68.9,60.2,Basic Concepts
3207,11.1,71,0,100,77.1,Advanced Topics
3208,19.2,74.6,3,81.4,87.6,Advanced Topics
3209,19.5,66.1,2,90.1,56.6,Intermediate Practice
3210,17.3,92.1,6,100,88.7,Advanced Topics
3211,20.9,32.7,8,96.3,70.2,Basic Concepts
3212,9.1,86.8,6,88,65.2,Advanced Topics
3213,23.3,81.9,4,83.9,63.1,Advanced Topics
3214,22.6,76.9,0,84.8,52.9,Advanced Topics
3215,18.7,20,4,68.7,54.6,Basic Concepts
3216,23.9,89.3,0,72.8,52.4,Advanced Topics
3217,6.7,54.6,5,87.4,50.9,Time Management & Practice
3218,12.4,62.4,7,81.2,73.2,Intermediate Practice
3219,11.3,67.4,6,70,98.8,Intermediate Practice
3220,18.6,76.1,0,87.9,56,Advanced Topics
3221,9.7,79.6,7,92.6,63.1,Advanced Topics
3222,18.8,83.4,8,96.7,82.1,Advanced Topics
3223,21.9,82.2,9,90.3,52.2,Advanced Topics
3224,18.5,73.8,1,78.7,46.3,Advanced Topics
3225,16.4,76.2,0,91.8,38.2,Advanced Topics
3226,10.1,53.6,5,87.8,68.1,Intermediate Practice
3227,10.8,58.7,3,75.7,57.8,Intermediate Practice
3228,21.2,83.4,6,75.4,47.5,Advanced Topics
3229,18.9,82.6,2,93.5,57.1,Advanced Topics
3230,14.8,80.9,2,88.1,80.2,Advanced Topics
3231,12.9,62.3,7,87.6,60.8,Intermediate Practice
3232,4.9,83.7,6,85.6,79.6,Advanced Topics
3233,9.6,52.6,4,91,73.6,Time Management & Practice
3234,24.6,86.2,2,79.9,69.2,Advanced Topics
3235,8.6,66.1,0,83.7,66.7,Time Management & Practice
3236,15.9,95.3,2,92.5,77,Advanced Topics
3237,20,47.2,8,85.4,71.2,Basic Concepts
3238,8.7,96.5,0,77.5,69.7,Advanced Topics
3239,15.9,64.6,4,78.1,37.7,Intermediate Practice
3240,19.7,64.3,3,85.4,62.1,Intermediate Practice
3241,15.1,72.9,5,59.1,43.6,Advanced Topics
3242,29.3,59.5,1,100,50.6,Intermediate Practice
3243,6.7,68.9,3,83.3,81.9,Time Management & Practice
3244,20.3,58.9,8,89.9,64.4,Intermediate Practice
3245,14.1,59.5,4,91.4,91.5,Intermediate Practice
3246,18.9,77.3,7,87.5,77.6,Advanced Topics
3247,17.2,56.5,1,71.3,56.4,Intermediate Practice
3248,11.3,58.5,8,74.3,60.6,Intermediate Practice
3249,16.1,49.4,6,70.1,76.4,Basic Concepts
3250,5.7,62.4,6,95.9,74.9,Time Management & Practice
3251,18,89.7,1,69.6,81.2,Advanced Topics
3252,16.5,57.3,7,78.4,34,Intermediate Practice
3253,18.2,59,8,98.1,43.1,Intermediate Practice
3254,20.3,72.9,9,73.7,57.6,Advanced Topics
3255,16.8,64.4,4,86.5,76.7,Intermediate Practice
3256,15.7,100,2,92.6,78.6,Advanced Topics
3257,10.6,67.6,2,84.4,24.2,Intermediate Practice
3258,11.4,75,5,86.6,53.5,Advanced Topics
3259,20.9,84.2,0,90.3,75.1,Advanced Topics
3260,22.2,83.9,9,100,51.4,Advanced Topics
3261,13.8,73.5,8,75.7,71,Advanced Topics
3262,15.2,67.6,5,80.6,73.8,Intermediate Practice
3263,10.5,100,8,91.3,59.5,Advanced Topics
3264,20.9,68.5,2,83,68.1,Intermediate Practice
3265,18.3,63.4,9,79.4,65,Intermediate Practice
3266,24.7,60.3,2,95.3,74.7,Intermediate Practice
3267,10.6,44.1,9,62.7,63.7,Basic Concepts
3268,13.1,82.3,6,96.3,39.8,Advanced Topics
3269,16.2,34.8,6,100,75.7,Basic Concepts
3270,18.2,69.9,3,82.9,66.8,Intermediate Practice
3271,13.9,66.9,7,71.8,75.6,Intermediate Practice
3272,10.6,100,1,86.8,54.6,Advanced Topics
3273,19.4,42.5,0,89.8,63.3,Basic Concepts
3274,18.6,56.5,0,68.6,59.7,Intermediate Practice
3275,10.4,68,1,85.8,80.9,Intermediate Practice
3276,21.8,67,5,100,77.4,Intermediate Practice
3277,20.9,61.8,7,97.6,89.9,Intermediate Practice
3278,15.7,68.8,2,90.2,65.6,Intermediate Practice
3279,15.4,51.1,5,89.1,48.6,Intermediate Practice
3280,17.8,75.4,7,85.4,51.7,Advanced Topics
3281,10.7,35.2,8,86.5,81.1,Basic Concepts
3282,15.2,69.6,7,84.1,87.2,Intermediate Practice
3283,4.2,61,6,87,47.5,Time Management & Practice
3284,19.4,85.2,3,68.7,59.9,Advanced Topics
3285,7.2,96.3,2,63.4,50.7,Advanced Topics
3286,22.5,65,6,77.5,97.4,Intermediate Practice
3287,13.3,90.9,0,95.3,73.2,Advanced Topics
3288,13.9,65.3,6,90.9,54.3,Intermediate Practice
3289,11.9,55.5,5,93.5,53.4,Intermediate Practice
3290,13.6,96.2,2,86,89.2,Advanced Topics
3291,22.1,77.8,2,97.1,77.1,Advanced Topics
